district,state,abbreviation,state_dist,year,laborforce_unemployed,PercentCar,PercentCarpool,PercentPublicTrans,Walked,Other_means,Management_business_science_and_arts,Service,Sales_and_office,Natural_resources_construction_and_maintenance,Production_transportation_and_material_moving,Private_wage_and_salary_workers,Government_workers,Less_than_10000,Median_household_income,No_health_insurance,non_fam_household,college_enroll,vet_percent,diff_house_1year,foreign_born,ForeignNotCit,ForeignCit,home_lang_not_english,own_computer,total_pop,median_age,white_pct,black_pct,amer_ind,asianpac,hispanic_pct,PctU20,Pct20t45,Pct45t65,Pct65plus,U25k,r25k_50k,r50k_100k,r100k_200k,r200kplus,NoHighSchool,HighSchoolEd,SomeCollege,BachelorsOrHigher,pct_won,party
5,Florida,FL,FL-5,2014,7.6,75.9,11.7,5.1,1.5,2.1,25.5,26.3,26.6,7.6,14.1,85.0,11.4,13.1,32781,17.5,38.6,27.0,8.3,21.6,12.8,6.6816,6.1184,18.7,80.4,742217,34.0,38.9,52.9,0.1,2.6,12.9,27.1,36.4,25.1,11.5,38.4,28.6,24.9,7.0,1.1,17.8,34.4,31.7,16.1,65.47,D
6,Florida,FL,FL-6,2014,3.4,80.0,8.8,0.7,0.9,2.9,35.1,19.5,26.1,10.0,9.2,81.9,11.6,7.5,48408,15.1,35.3,27.2,13.0,14.1,8.0,3.3680000000000003,4.632,10.5,87.2,736069,46.8,85.3,9.2,0.3,2.0,7.8,20.9,26.6,29.0,23.6,23.8,27.5,29.8,15.5,3.4,10.4,31.0,31.4,27.2,62.54,R
7,Florida,FL,FL-7,2014,4.2,82.9,7.5,0.5,0.8,2.0,40.1,18.4,27.6,7.1,6.9,82.8,10.9,6.8,51288,14.0,37.7,40.3,8.1,15.2,11.7,5.1129,6.5871,20.8,92.8,735643,37.4,80.1,10.5,0.3,3.7,21.2,24.8,34.5,26.6,14.1,22.6,25.9,29.8,16.6,5.1,7.0,26.1,33.3,33.6,63.6,R
8,Florida,FL,FL-8,2014,4.9,80.8,9.4,0.6,0.9,2.8,38.1,20.1,24.6,8.6,8.6,80.6,12.9,7.1,47676,14.3,36.2,26.2,14.2,15.8,9.0,3.861,5.138999999999999,10.4,87.6,715672,47.7,83.3,10.4,0.3,2.3,10.0,20.6,26.0,29.4,23.9,24.6,27.5,30.0,14.1,3.7,9.2,29.6,34.2,27.0,65.84,R
9,Florida,FL,FL-9,2014,5.4,80.4,10.6,1.6,0.8,2.1,30.5,21.7,29.2,8.9,9.7,85.9,9.7,7.9,45204,21.0,28.5,27.8,6.3,14.9,21.1,10.6555,10.4445,47.1,81.4,769993,35.4,73.9,10.5,0.3,4.8,47.4,27.6,37.3,23.6,11.5,25.1,29.5,31.1,11.8,2.4,13.3,28.1,34.4,24.2,53.97,D
10,Florida,FL,FL-10,2014,4.5,80.4,10.7,0.9,1.0,1.2,37.9,19.5,26.2,7.7,8.8,85.1,10.4,6.9,51609,16.7,33.0,24.5,9.8,15.8,14.4,6.8256,7.5744,22.1,88.2,758350,41.0,78.0,11.8,0.3,4.3,18.5,23.0,32.2,25.7,19.0,21.7,26.5,31.6,15.9,4.4,11.2,28.7,31.0,29.2,61.54,R
11,Florida,FL,FL-11,2014,3.8,81.1,9.6,0.5,1.1,2.2,27.0,23.8,28.7,8.7,11.8,81.8,12.3,7.2,41172,13.9,35.0,20.3,14.9,13.1,7.1,2.3714,4.7286,9.5,83.7,728133,52.8,86.5,8.6,0.2,1.2,9.3,18.3,22.7,26.0,32.8,27.2,32.4,29.4,8.9,2.2,12.9,36.5,31.6,18.9,66.66,R
12,Florida,FL,FL-12,2014,3.5,81.7,7.1,0.5,1.0,2.4,39.7,17.2,27.8,7.6,7.7,83.0,11.7,5.9,50835,12.6,34.2,24.6,11.7,11.5,10.7,4.0446,6.6554,16.2,85.9,729937,44.6,88.0,5.2,0.2,2.9,13.0,22.5,27.9,27.9,21.5,23.4,25.7,29.3,17.2,4.3,10.0,29.6,32.2,28.2,100.0,R
13,Florida,FL,FL-13,2014,3.7,82.1,6.3,1.8,1.9,2.6,36.6,19.7,27.1,7.6,9.0,83.4,11.1,9.1,45071,14.3,47.0,29.3,11.9,14.3,12.0,5.303999999999999,6.696000000000001,14.2,84.0,707503,47.9,86.3,6.0,0.3,3.4,9.6,18.1,27.8,30.3,23.6,26.5,28.4,28.1,13.3,3.6,10.0,28.7,32.6,28.8,75.22,R
14,Florida,FL,FL-14,2014,5.3,78.6,8.5,2.6,1.7,3.4,33.7,20.7,27.0,8.3,10.3,84.5,10.6,9.3,43758,17.7,43.7,28.9,8.1,18.6,17.8,9.612,8.187999999999999,30.6,84.3,757963,36.1,62.6,25.2,0.4,3.6,29.0,24.4,37.9,25.0,12.7,28.4,27.3,27.5,13.3,3.3,15.3,28.8,28.9,27.0,100.0,D
15,Florida,FL,FL-15,2014,5.1,81.8,8.7,0.6,1.2,2.0,36.5,18.0,25.0,9.7,10.7,82.2,13.0,7.0,49681,14.2,32.3,30.4,9.3,15.0,10.9,5.5263,5.3737,19.9,86.6,724176,37.4,74.4,14.2,0.3,3.0,18.1,26.2,33.2,26.2,14.5,24.1,26.1,30.2,16.1,3.4,11.8,32.1,29.9,26.2,60.28,R
16,Florida,FL,FL-16,2014,2.9,83.2,7.1,0.5,1.1,2.0,33.8,22.7,26.2,9.6,7.6,80.9,11.1,6.2,51985,13.9,36.4,22.7,12.3,16.1,12.1,6.0742,6.0258,13.8,88.8,744076,51.1,88.5,6.7,0.2,2.0,12.0,18.8,23.8,27.3,30.1,22.4,25.4,30.8,16.6,4.8,8.7,30.5,29.4,31.5,61.54,R
17,Florida,FL,FL-17,2014,5.0,77.8,10.9,0.8,1.7,2.6,29.8,21.4,24.3,15.0,9.5,79.4,13.8,7.7,42179,16.9,33.7,18.9,12.2,14.7,10.9,6.0604,4.8396,19.0,80.8,725251,47.2,83.9,8.9,0.4,1.7,19.2,21.9,25.8,25.7,26.6,27.6,30.2,29.2,11.0,2.1,16.6,34.7,29.6,19.1,63.24,R
18,Florida,FL,FL-18,2014,4.1,77.8,10.4,1.0,1.2,3.2,36.0,22.0,25.1,8.8,8.0,82.3,11.4,5.4,52400,14.4,37.2,24.0,10.4,12.7,15.8,7.0784,8.7216,19.1,87.7,731704,47.2,80.8,12.9,0.2,1.8,14.9,20.3,26.8,28.6,24.3,22.6,24.7,30.6,16.0,6.1,11.2,29.5,31.9,27.4,59.78,D
19,Florida,FL,FL-19,2014,3.2,80.2,8.0,1.1,1.2,3.2,32.1,23.7,26.9,9.3,7.9,83.7,9.1,6.3,51834,16.3,36.1,25.3,10.9,15.9,17.0,9.741,7.2589999999999995,22.1,88.0,753542,50.0,86.6,8.1,0.3,1.5,19.1,19.3,24.9,26.7,29.2,21.2,26.5,31.0,15.4,5.9,12.4,27.5,28.8,31.3,64.55,R
20,Florida,FL,FL-20,2014,7.4,76.4,11.2,6.0,1.7,2.1,23.4,26.5,27.6,11.1,11.4,84.7,9.5,9.6,38582,23.3,34.8,27.0,5.3,16.9,32.6,16.0392,16.5608,38.7,79.9,745656,36.6,41.3,51.9,0.3,2.2,21.5,25.3,35.3,25.5,14.1,31.6,30.7,27.2,9.6,0.8,20.2,34.6,27.2,17.9,81.6,D
21,Florida,FL,FL-21,2014,4.2,81.6,8.3,1.0,1.0,1.9,37.4,21.1,27.7,7.7,6.1,82.0,10.8,4.9,57016,14.2,32.7,27.2,7.8,14.9,26.8,11.4168,15.3832,33.0,89.8,742664,44.4,78.1,12.8,0.2,3.8,22.0,23.5,27.2,26.1,23.2,20.4,23.7,30.4,19.2,6.4,8.2,27.3,29.2,35.2,99.63,D
22,Florida,FL,FL-22,2014,4.6,77.4,8.1,2.3,2.1,3.1,39.3,20.0,25.5,8.9,6.3,83.8,9.1,7.0,53536,16.4,48.2,30.8,7.3,17.8,24.8,13.144,11.655999999999999,31.6,87.9,731165,44.8,80.1,12.5,0.1,2.9,20.9,19.0,31.3,28.3,21.4,23.3,23.7,27.3,17.3,8.4,11.3,23.3,27.8,37.7,58.03,D
23,Florida,FL,FL-23,2014,4.5,76.9,7.9,3.2,2.5,2.3,39.2,18.7,28.0,7.1,7.1,82.9,9.4,8.2,54650,16.4,38.6,29.7,4.7,14.6,37.7,15.5324,22.1676,50.1,89.6,730033,41.2,77.4,11.8,0.3,3.4,40.0,23.0,32.8,28.0,16.3,24.0,22.6,27.8,19.5,6.1,9.8,24.9,28.9,36.4,62.67,D
24,Florida,FL,FL-24,2014,7.6,75.6,9.1,8.2,2.0,2.1,28.1,25.7,26.1,8.4,11.6,80.6,12.5,13.3,36660,26.3,36.4,31.8,2.5,11.7,39.3,17.5278,21.7722,50.4,80.4,741950,35.8,35.9,57.6,0.2,1.6,32.1,25.2,37.4,25.2,12.0,36.2,26.1,24.7,10.9,2.1,19.8,30.4,29.7,20.1,86.18,D
25,Florida,FL,FL-25,2014,4.0,79.6,9.6,2.3,1.0,1.1,29.0,18.6,28.0,13.0,11.5,84.0,9.4,7.4,49544,22.7,22.5,27.1,3.0,9.4,52.5,24.4125,28.0875,72.4,85.3,745358,39.5,85.5,7.3,0.2,2.3,70.8,24.0,33.8,26.4,15.7,26.0,24.4,29.9,16.1,3.7,18.9,29.0,25.5,26.6,100.0,R
26,Florida,FL,FL-26,2014,3.7,80.6,9.7,2.7,1.6,1.9,33.0,19.9,29.2,9.5,8.4,81.1,11.2,6.9,53204,18.4,25.2,34.7,3.7,11.2,47.0,17.343,29.656999999999996,71.6,87.4,749692,40.1,86.3,9.4,0.1,1.8,68.8,23.1,33.4,27.7,15.9,22.8,24.2,31.0,18.4,3.5,16.5,27.4,29.7,26.4,51.46,R
27,Florida,FL,FL-27,2014,4.9,77.7,9.0,5.4,2.1,1.7,32.0,20.1,27.1,10.5,10.3,82.8,8.3,9.6,43957,21.3,31.5,31.3,2.3,9.8,55.4,26.7582,28.6418,76.6,81.1,760443,39.9,87.3,7.2,0.1,1.8,76.1,22.9,34.8,25.9,16.4,30.5,24.3,24.1,13.9,7.1,20.2,28.5,22.1,29.2,100.0,R
1,Florida,FL,FL-1,2016,3.3,78.4,10.6,0.6,1.8,1.6,34.6,19.9,25.8,10.2,9.4,76.0,17.0,5.4,53006,9.7,35.1,28.0,16.6,16.8,5.4,2.4084,2.9916,8.3,91.6,762506,38.7,76.8,13.8,0.5,2.7,6.4,24.4,32.7,26.5,16.2,19.5,27.5,31.6,17.5,3.8,9.7,26.4,36.0,27.9,69.1,R
2,Florida,FL,FL-2,2016,3.4,80.8,10.3,0.5,1.5,1.9,34.1,20.0,23.9,12.3,9.8,70.9,22.5,7.5,46062,12.0,36.2,26.7,11.5,17.2,5.8,2.9522,2.8478,8.7,87.7,720418,43.2,81.7,12.7,0.3,2.2,6.4,22.5,30.0,28.5,19.2,26.0,27.1,30.4,13.2,3.3,13.8,33.9,29.0,23.4,67.32,R
3,Florida,FL,FL-3,2016,3.2,79.5,8.5,1.9,1.8,2.7,36.1,20.2,25.5,9.6,8.6,75.2,18.8,9.2,45970,10.2,38.8,40.5,11.6,17.5,7.8,3.6426,4.1574,11.1,87.3,732088,37.8,76.3,15.5,0.2,3.6,9.6,24.6,34.2,25.0,16.1,27.0,27.0,28.2,14.7,3.2,11.8,32.4,30.0,25.8,56.56,R
4,Florida,FL,FL-4,2016,2.5,81.1,7.2,0.6,2.3,2.0,43.7,15.6,25.9,6.7,8.0,80.8,13.7,3.9,68229,8.9,34.7,28.1,11.6,15.7,9.4,4.1172,5.2828,12.6,94.3,778620,39.8,82.0,8.8,0.2,4.7,8.2,22.7,33.9,27.4,16.0,14.4,20.2,34.3,23.7,7.5,6.5,23.0,31.3,39.2,70.18,R
5,Florida,FL,FL-5,2016,4.8,80.1,10.1,3.3,1.6,2.0,31.9,20.9,27.1,8.8,11.4,76.7,19.3,11.1,40932,11.5,40.8,36.4,10.5,21.8,7.1,3.4151,3.6849,10.9,86.6,728346,33.0,45.0,47.7,0.3,2.1,8.0,26.8,38.0,22.8,12.3,30.0,29.8,29.0,9.8,1.5,15.8,31.6,31.1,21.4,64.23,D
6,Florida,FL,FL-6,2016,3.1,81.4,7.7,1.1,1.3,1.7,31.4,21.3,27.3,11.0,9.0,82.9,11.6,7.9,46882,11.7,37.3,30.2,11.2,13.4,7.9,3.002,4.898,13.4,88.6,765005,47.5,84.1,10.3,0.3,1.7,12.6,20.1,26.6,28.1,25.1,24.6,28.5,30.8,13.2,2.9,10.4,31.4,34.3,23.9,58.57,R
7,Florida,FL,FL-7,2016,3.2,80.7,7.5,1.5,1.4,1.7,43.7,16.8,25.1,7.1,7.3,84.5,9.9,7.4,57146,12.3,38.2,42.0,7.1,16.4,13.3,5.8254,7.4746,25.0,93.9,762326,36.5,77.9,10.7,0.2,4.3,25.3,23.8,36.9,25.5,13.8,20.5,23.1,31.3,19.4,5.6,8.1,21.1,33.0,37.8,51.47,D
8,Florida,FL,FL-8,2016,3.1,82.4,7.5,0.5,1.1,2.0,37.3,20.7,23.4,9.2,9.3,80.9,12.7,6.5,50752,10.0,36.2,26.5,13.0,13.4,9.6,3.6672,5.9328,11.8,90.5,744430,48.1,83.2,9.3,0.2,2.3,10.4,20.4,25.7,29.1,24.8,23.8,25.2,30.1,16.0,4.9,9.3,28.4,33.3,29.0,63.11,R
9,Florida,FL,FL-9,2016,3.8,81.7,10.5,0.8,0.5,1.6,29.2,22.9,26.5,9.0,12.5,86.0,10.3,7.9,49899,13.0,27.4,24.1,7.1,14.1,16.4,8.118,8.282,37.8,88.5,832753,37.4,74.6,14.1,0.2,3.4,39.0,26.7,33.8,24.0,15.3,22.3,27.8,32.7,14.3,2.9,14.0,30.2,31.1,24.7,57.48,D
10,Florida,FL,FL-10,2016,4.5,79.1,9.5,3.4,1.2,2.0,34.1,23.3,25.1,8.1,9.3,88.0,8.3,6.6,50151,13.5,34.4,28.8,6.1,17.7,25.9,12.8205,13.0795,33.7,91.5,791447,35.5,57.1,28.2,0.1,5.3,27.0,24.9,38.1,25.6,11.2,22.0,27.8,29.9,15.7,4.6,14.1,26.5,29.0,30.4,64.87,D
11,Florida,FL,FL-11,2016,2.7,81.0,9.1,0.6,1.1,2.6,28.6,22.6,27.2,10.8,10.7,81.7,12.6,6.9,43610,9.8,34.4,18.9,14.8,13.7,6.6,2.5476,4.0524,9.0,89.1,758331,55.6,86.9,8.4,0.2,1.0,9.8,17.3,20.8,25.4,36.5,25.9,29.5,31.6,11.4,1.8,11.6,35.7,32.1,20.5,65.37,R
12,Florida,FL,FL-12,2016,3.5,79.5,7.6,0.4,1.1,2.4,38.4,18.2,27.7,8.8,6.8,83.0,11.0,6.4,49774,10.9,34.8,22.7,10.7,14.2,9.6,3.84,5.76,13.1,89.8,760472,46.6,88.6,4.9,0.3,2.8,12.2,21.0,26.3,28.1,24.5,22.9,27.3,29.9,16.1,4.0,10.0,32.1,31.0,26.9,68.59,R
13,Florida,FL,FL-13,2016,3.5,77.1,8.1,2.0,1.9,3.3,36.9,18.7,28.8,6.9,8.7,83.6,10.3,6.7,48519,11.5,44.9,30.5,10.6,16.4,11.6,4.2572,7.3428,14.8,88.6,728996,46.5,79.0,12.3,0.3,3.7,9.8,18.9,29.1,29.8,22.2,25.2,26.0,28.8,16.1,3.9,10.2,28.0,34.0,27.8,51.9,D
14,Florida,FL,FL-14,2016,4.1,76.7,9.9,2.2,2.1,2.1,39.3,19.5,25.5,7.6,8.2,83.7,11.1,8.4,51410,12.3,43.0,34.0,7.0,18.0,20.3,11.4086,8.8914,30.8,92.3,769968,36.2,68.9,19.6,0.4,4.7,29.0,24.7,36.9,25.6,12.8,24.8,23.5,28.5,16.4,6.7,11.5,26.6,26.6,35.2,61.79,D
15,Florida,FL,FL-15,2016,3.2,82.4,9.2,0.6,0.8,1.3,33.5,17.8,28.8,8.3,11.6,84.1,10.8,5.6,53784,11.6,31.4,24.0,8.9,14.7,11.4,5.1984,6.2016,22.0,90.3,762822,38.4,76.1,13.9,0.3,3.3,23.0,25.4,33.0,25.5,16.0,19.8,26.1,34.6,16.3,3.2,12.4,32.6,29.2,25.7,57.46,R
16,Florida,FL,FL-16,2016,3.0,81.0,8.3,0.8,1.1,1.7,34.3,19.3,27.0,10.1,9.2,83.2,10.5,5.7,55447,11.1,34.9,23.6,11.0,15.1,13.5,7.587000000000001,5.912999999999999,19.4,91.2,803454,47.0,83.7,7.7,0.3,1.9,17.7,21.2,26.2,26.8,25.9,19.8,25.7,30.1,19.1,5.4,10.3,29.2,29.8,30.7,59.77,R
17,Florida,FL,FL-17,2016,3.4,81.5,9.5,0.7,1.3,1.5,26.6,21.1,26.1,15.8,10.4,79.6,13.4,5.3,45508,12.1,34.7,20.1,12.3,13.0,11.3,5.7178,5.5822,15.6,85.3,768138,51.3,86.8,7.5,0.2,1.2,15.4,19.7,22.9,26.8,30.7,24.5,29.5,30.4,12.4,3.2,12.7,37.4,28.6,21.3,61.81,R
18,Florida,FL,FL-18,2016,2.5,78.9,9.8,0.4,1.1,3.0,34.0,21.0,27.0,10.1,7.8,81.4,11.5,5.8,54913,12.5,36.1,23.9,10.1,15.5,15.2,6.612,8.588,20.3,91.6,754652,47.1,81.3,12.4,0.3,2.2,16.1,21.1,26.2,27.5,25.1,20.4,24.6,31.3,17.3,6.4,10.4,27.2,31.9,30.5,53.6,R
19,Florida,FL,FL-19,2016,2.9,79.2,8.7,0.4,1.4,3.8,31.5,21.6,27.6,12.1,7.3,83.8,10.2,6.0,54812,11.9,35.9,25.4,9.4,13.6,16.9,8.5514,8.3486,22.7,92.6,799332,50.2,86.0,8.0,0.1,1.6,19.4,19.5,25.1,25.7,29.8,19.8,25.0,31.2,16.8,7.2,11.8,28.3,27.6,32.3,65.87,R
20,Florida,FL,FL-20,2016,4.5,76.8,12.1,4.8,1.5,1.5,26.3,24.7,26.0,11.2,11.8,83.1,10.9,7.8,43677,17.6,30.9,26.6,4.2,12.0,35.1,16.1109,18.9891,37.3,87.6,794621,36.4,39.5,53.0,0.4,2.9,24.1,26.3,35.5,25.0,13.1,26.0,29.9,29.0,12.6,2.6,19.6,31.9,28.8,19.7,80.31,D
21,Florida,FL,FL-21,2016,3.8,78.5,9.9,1.9,1.3,2.1,33.8,24.3,25.4,9.6,6.9,83.4,8.9,5.9,55864,11.9,37.9,25.9,7.2,14.2,26.9,11.835999999999999,15.064,34.5,92.1,758201,45.4,76.8,16.2,0.1,2.4,23.4,21.3,28.2,25.4,25.1,21.0,23.7,30.0,18.3,7.0,13.3,24.7,27.8,34.3,62.71,D
22,Florida,FL,FL-22,2016,3.8,78.0,9.3,2.0,1.3,2.5,40.5,18.5,26.0,7.9,7.1,84.6,8.7,5.6,60159,12.1,43.6,29.0,6.6,16.2,27.0,11.448,15.552,34.2,93.3,737019,45.2,75.1,15.8,0.3,3.3,20.4,20.8,28.9,29.6,20.8,20.1,22.6,28.6,19.3,9.4,9.2,24.3,28.6,37.9,58.94,D
23,Florida,FL,FL-23,2016,3.3,81.8,7.5,1.5,1.6,2.1,42.2,16.7,27.9,6.1,7.1,82.9,10.3,7.4,61513,9.9,35.1,32.6,4.4,13.8,35.8,12.1004,23.6996,47.1,93.6,749377,41.6,74.2,13.4,0.3,4.6,37.1,22.1,32.4,28.1,17.4,20.5,20.7,29.0,21.2,8.5,7.8,22.3,31.4,38.6,56.7,D
24,Florida,FL,FL-24,2016,5.2,75.4,8.9,9.3,1.7,1.5,24.7,27.5,25.3,9.4,13.1,81.5,11.1,13.9,38441,21.0,36.1,29.4,2.7,10.9,42.5,19.21,23.29,57.2,85.9,749624,37.1,42.3,48.7,0.3,1.3,39.3,24.0,35.9,26.3,13.8,33.2,29.4,25.1,10.2,2.2,22.1,32.3,26.2,19.3,,D
25,Florida,FL,FL-25,2016,2.9,75.0,11.6,2.4,1.3,1.3,24.1,22.2,25.9,13.5,14.3,84.2,6.8,8.7,46247,19.4,27.1,27.1,3.2,10.3,58.2,27.0048,31.1952,78.5,86.9,763628,42.5,89.6,4.6,0.2,1.0,76.1,22.1,31.4,27.2,19.2,26.9,25.7,30.0,13.4,4.0,22.9,29.3,25.0,22.7,62.36,R
26,Florida,FL,FL-26,2016,3.4,78.4,10.1,3.2,1.2,3.1,29.6,21.9,28.2,11.1,9.2,81.9,10.4,6.0,54453,16.3,21.2,31.0,3.3,9.9,47.8,19.9804,27.8196,70.9,92.4,788816,38.4,81.3,11.2,0.1,1.7,69.9,24.8,34.2,26.4,14.5,23.3,22.7,31.8,18.1,4.1,16.4,28.4,28.0,27.3,52.95,R
27,Florida,FL,FL-27,2016,2.8,73.3,8.3,6.2,3.9,2.6,40.4,19.7,24.1,8.2,7.6,81.9,9.0,9.2,51958,13.1,38.4,33.3,2.5,11.1,55.0,24.64,30.36,74.2,88.6,747049,41.9,85.5,5.2,0.2,2.4,71.5,19.8,34.6,27.3,18.3,25.8,22.2,25.2,16.7,10.0,15.7,24.9,22.0,37.5,54.89,R
1,Florida,FL,FL-1,2018,3.0,79.4,9.2,0.6,1.9,1.9,37.3,21.0,22.5,10.1,9.1,77.1,16.9,5.9,59088,10.4,33.6,26.3,16.3,18.9,5.8,2.059,3.741,8.2,93.3,784532,38.9,76.7,13.5,0.5,3.0,6.8,22.8,33.1,25.9,16.9,18.5,24.3,32.0,20.0,5.2,8.0,27.7,35.8,28.5,67.06,R
23,Florida,FL,FL-23,2018,3.2,80.3,8.5,1.3,0.8,2.0,43.5,17.0,24.6,6.7,8.3,82.2,11.0,8.0,64119,10.4,34.0,29.0,4.6,11.1,37.5,12.9375,24.5625,50.2,95.9,756447,41.4,70.5,14.6,0.5,4.8,39.6,22.9,30.7,27.1,18.2,19.2,21.0,27.8,22.6,9.4,7.4,22.8,29.5,40.2,58.48,D
7,Florida,FL,FL-7,2018,2.8,81.1,7.7,0.8,1.9,1.8,43.9,16.7,24.4,7.2,7.7,84.5,10.0,6.0,64170,11.2,38.3,41.9,7.1,17.0,16.5,7.1775,9.3225,28.5,95.3,786041,36.8,74.2,11.1,0.1,5.5,26.9,22.3,37.6,24.7,14.5,17.9,20.4,31.4,22.0,8.3,7.6,22.7,28.6,41.1,57.69,D
12,Florida,FL,FL-12,2018,3.0,80.7,9.0,0.5,0.7,2.0,39.2,16.5,26.8,8.3,9.2,82.9,11.0,5.4,54563,11.2,37.8,24.0,11.0,13.8,10.8,4.266,6.534,14.0,91.4,792410,46.6,86.7,4.9,0.4,2.7,13.5,20.9,26.4,27.7,24.5,21.5,25.2,30.6,18.1,4.6,8.9,30.9,31.4,28.7,58.09,R
17,Florida,FL,FL-17,2018,2.4,79.6,9.4,0.8,1.4,1.8,28.0,20.4,24.7,13.7,13.1,81.3,11.3,5.7,51562,12.0,33.3,17.2,11.4,12.2,10.3,4.6041,5.6959,16.6,89.6,789236,51.5,86.3,7.1,0.2,1.5,16.5,19.3,23.2,24.8,32.4,22.7,25.7,32.1,14.9,4.6,11.8,36.1,30.1,22.1,62.26,R
20,Florida,FL,FL-20,2018,4.9,80.3,11.2,3.1,1.3,2.0,26.1,26.2,23.7,10.5,13.5,83.3,11.1,7.1,48003,18.6,34.9,27.1,3.8,12.4,35.5,15.052,20.448,39.0,92.4,809153,36.2,36.5,53.7,0.1,3.2,25.8,25.0,34.7,25.5,13.5,25.1,26.9,31.0,14.4,2.5,17.4,32.4,30.0,20.2,99.92,D
26,Florida,FL,FL-26,2018,3.0,80.2,9.9,1.9,0.8,3.2,31.2,21.7,25.1,11.9,10.1,83.3,10.8,6.4,61501,16.2,20.3,29.4,3.1,11.2,49.1,19.4927,29.6073,72.6,95.5,790373,39.2,79.0,11.0,0.6,1.6,72.0,24.1,33.3,27.0,14.9,19.6,21.9,32.5,21.4,4.8,16.9,27.2,27.1,28.8,50.87,D
6,Florida,FL,FL-6,2018,2.4,80.3,7.6,0.5,0.9,2.4,31.8,20.1,26.9,9.8,11.3,84.3,9.4,6.5,51745,12.1,36.7,26.7,11.3,11.8,8.2,2.7716,5.4284,14.5,92.4,781896,47.6,82.0,10.5,0.3,1.8,13.4,19.2,26.9,27.3,25.6,20.9,26.4,32.3,16.1,4.3,9.1,31.4,35.1,24.4,56.31,R
18,Florida,FL,FL-18,2018,2.3,79.7,9.0,0.4,0.8,2.6,37.2,19.7,23.9,9.5,9.8,81.7,11.4,6.0,60483,12.2,36.0,25.4,9.0,10.3,15.5,5.5489999999999995,9.951,19.2,95.2,780772,48.2,78.3,13.4,0.0,2.4,16.4,18.9,26.8,27.6,25.8,18.8,22.2,30.1,20.8,8.2,10.2,25.1,31.4,33.4,54.3,R
24,Florida,FL,FL-24,2018,3.8,77.7,7.6,7.5,1.3,3.4,25.8,26.8,24.7,10.5,12.3,81.3,11.2,10.4,42147,20.9,33.8,29.1,2.7,11.3,44.0,18.656,25.344,57.7,92.6,784469,36.8,43.0,47.4,0.0,1.5,42.2,25.0,36.1,25.3,13.8,30.3,27.6,28.3,10.5,3.2,19.7,32.3,25.7,22.2,100.0,D
11,Florida,FL,FL-11,2018,2.9,81.6,8.6,0.4,0.7,2.1,29.3,21.4,25.8,10.1,13.5,83.5,10.4,6.4,47017,10.7,34.8,21.0,13.7,12.9,6.8,2.2644,4.5356,9.8,92.6,789849,55.7,87.8,7.0,0.3,1.1,11.3,16.8,21.5,25.5,35.7,24.0,28.7,31.5,13.7,2.0,11.3,35.2,32.5,21.0,65.14,R
15,Florida,FL,FL-15,2018,2.9,80.6,9.9,0.6,1.4,1.5,33.0,18.3,24.8,11.6,12.3,85.1,10.4,5.7,56096,11.9,31.0,25.2,9.0,16.1,13.8,6.8724,6.9276,22.5,93.5,808723,38.3,74.0,15.8,0.4,3.1,22.9,24.3,33.0,25.9,16.5,18.7,25.5,33.1,18.9,3.8,11.5,33.1,29.7,25.7,53.02,R
19,Florida,FL,FL-19,2018,2.1,78.5,10.8,0.4,0.7,2.8,34.4,20.2,24.0,12.2,9.2,83.2,10.7,5.9,59366,12.5,36.7,24.6,9.8,13.3,18.4,8.924,9.476,24.1,93.7,836359,51.5,85.1,8.1,0.1,2.0,20.7,17.8,24.5,25.6,31.7,19.4,23.0,29.5,19.9,8.2,9.2,28.4,28.1,34.3,62.27,R
21,Florida,FL,FL-21,2018,3.2,77.6,10.5,1.4,1.0,2.5,35.1,24.5,23.6,8.8,8.0,84.0,8.5,5.5,60316,13.7,38.7,28.2,6.7,13.1,28.2,13.4232,14.7768,37.2,94.1,785042,45.9,76.6,15.4,0.3,3.0,25.2,19.5,28.6,25.4,25.8,19.5,22.4,30.1,19.8,8.2,11.7,25.1,27.4,35.7,100.0,D
22,Florida,FL,FL-22,2018,2.7,76.5,7.7,2.2,1.2,4.0,40.7,17.4,25.1,8.0,8.8,84.8,8.8,6.2,64211,13.2,43.5,27.4,6.1,14.7,27.6,12.0888,15.5112,33.3,95.0,753363,45.7,76.4,14.8,0.2,3.1,22.0,18.8,29.3,29.2,21.9,18.1,20.7,28.6,21.6,10.9,8.2,24.7,26.4,40.8,62.02,D
25,Florida,FL,FL-25,2018,2.6,77.8,11.4,1.2,1.9,1.3,26.9,19.6,24.8,14.3,14.4,85.6,6.4,6.5,53826,18.5,24.1,31.1,3.2,11.5,55.7,25.3992,30.3008,74.9,92.9,775326,42.6,89.9,4.7,0.1,1.1,75.5,20.4,31.8,27.9,19.1,22.7,23.1,32.1,17.4,4.8,22.6,26.9,23.7,26.7,60.45,R
9,Florida,FL,FL-9,2018,3.0,79.7,12.3,1.1,0.6,1.6,32.0,20.8,23.5,9.5,14.2,85.8,10.3,5.6,55082,12.1,29.5,24.7,8.3,12.7,16.3,7.2372,9.0628,43.4,94.1,902812,38.3,74.2,12.4,0.3,3.0,42.8,23.7,34.1,25.0,16.1,19.7,25.9,33.6,16.9,3.9,14.3,29.3,31.4,25.0,58.02,D
